latitude,longitude,data_pas,satelite,pais,estado,municipio,bioma,numero_dias_sem_chuva,precipitacao,risco_fogo,id_area_industrial,frp
-4.37731,-43.27435,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,0.0,3.53,0.0,0,7.4
-4.37059,-43.27972,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ALDEIAS ALTAS,Cerrado,0.0,3.64,0.0,0,4.6
-4.35565,-38.09769,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,BEBERIBE,Caatinga,3.0,0.0,0.1,0,1.7
-4.35346,-38.80427,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ARACOIABA,Caatinga,2.0,0.0,0.1,0,2.3
-4.35223,-38.09822,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,BEBERIBE,Caatinga,3.0,0.0,0.09,0,1.7
-4.33343,-40.0913,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,0.0,0.0,0.0,0,4.2
-4.26443,-38.06992,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,BEBERIBE,Caatinga,3.0,0.0,0.58,0,2.1
-4.21087,-42.57966,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,BARRAS,Caatinga,0.0,0.5,0.0,0,6.8
-4.20504,-39.20267,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,CARIDADE,Caatinga,2.0,0.0,0.34,0,5.3
-4.19713,-40.3509,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga,0.0,0.11,0.0,0,2.8
-3.70452,-43.25379,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,CHAPADINHA,Cerrado,1.0,5.24,0.0,0,3.5
-3.67414,-42.33165,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,LUZILÂNDIA,Caatinga,1.0,3.16,0.0,0,3.1
-3.67325,-42.33186,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,LUZILÂNDIA,Caatinga,1.0,3.1,0.0,0,3.1
-3.60908,-42.04787,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,JOAQUIM PIRES,Caatinga,0.0,0.11,0.0,0,7.5
-3.60572,-42.02554,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,JOAQUIM PIRES,Caatinga,0.0,0.2,0.0,0,5.2
-3.60228,-42.02605,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,JOAQUIM PIRES,Caatinga,0.0,0.2,0.0,0,21.3
-3.59881,-40.91005,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,TIANGUÁ,Caatinga,2.0,0.0,0.0,0,2.7
-3.59148,-40.79324,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,COREAÚ,Caatinga,2.0,0.0,0.0,0,2.8
-3.58983,-39.82208,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,MIRAÍMA,Caatinga,2.0,0.0,0.06,0,8.8
-3.58076,-42.9686,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,BREJO,Cerrado,0.0,2.94,0.0,0,1.8
-3.57916,-39.77417,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,MIRAÍMA,Caatinga,2.0,0.0,0.18,0,18.4
-3.57268,-40.78176,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,COREAÚ,Caatinga,2.0,0.0,0.0,0,2.8
-3.5669,-39.64866,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ITAPIPOCA,Caatinga,2.0,0.0,0.16,0,4.8
-3.55488,-38.94818,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,SÃO GONÇALO DO AMARANTE,Caatinga,0.0,0.0,0.17,0,2.0
-3.54697,-40.85403,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,COREAÚ,Caatinga,2.0,0.0,0.0,0,21.5
-3.51151,-39.6426,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ITAPIPOCA,Caatinga,2.0,0.0,0.26,0,4.2
-3.51022,-40.85949,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,TIANGUÁ,Caatinga,2.0,0.0,0.0,0,56.7
-3.50831,-40.62115,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,MORAÚJO,Caatinga,2.0,0.0,-999.0,0,4.6
-3.50688,-40.86001,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,TIANGUÁ,Caatinga,2.0,0.0,0.0,0,2.7
-3.49999,-39.70106,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ITAPIPOCA,Caatinga,2.0,0.0,0.61,0,6.1
-3.45309,-42.20171,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,JOAQUIM PIRES,Caatinga,0.0,0.0,0.0,0,6.6
-3.45253,-42.19794,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,JOAQUIM PIRES,Caatinga,0.0,0.0,0.0,0,8.4
-3.45004,-43.04845,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,SANTA QUITÉRIA DO MARANHÃO,Cerrado,1.0,1.1,0.0,0,6.5
-3.44818,-41.5323,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,COCAL,Caatinga,0.0,0.1,0.0,0,1.7
-3.4474,-39.48241,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ITAPIPOCA,Caatinga,2.0,0.0,0.53,0,31.7
-3.44721,-41.53304,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,COCAL,Caatinga,0.0,0.1,0.0,0,2.5
-2.97287,-41.94616,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ARAIOSES,Caatinga,-999.0,0.76,0.01,0,8.4
-2.954,-40.91387,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,CAMOCIM,Caatinga,-999.0,0.16,0.01,0,5.4
-2.94647,-41.81558,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ARAIOSES,Cerrado,-999.0,2.54,0.01,0,3.4
-2.92495,-41.81135,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,PARNAÍBA,Cerrado,-999.0,4.0,0.0,0,8.4
-2.9221,-41.81548,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,PARNAÍBA,Cerrado,-999.0,4.19,-999.0,0,6.9
-2.92155,-41.81185,2024-01-04 16:07:00,NPP-375,Brasil,PIAUÍ,PARNAÍBA,Cerrado,-999.0,4.21,0.0,0,6.9
-2.89241,-42.47733,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TUTÓIA,Cerrado,-999.0,0.0,0.02,0,10.2
-2.88014,-39.97643,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,ACARAÚ,Caatinga,-999.0,0.0,0.07,0,2.6
-2.82925,-42.79896,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,BARREIRINHAS,Cerrado,0.0,0.16,0.01,0,12.1
-2.78138,-41.8776,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ARAIOSES,Cerrado,-999.0,3.35,0.01,0,4.3
-2.58964,-43.589,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,HUMBERTO DE CAMPOS,Cerrado,0.0,0.8,0.0,0,6.6
-10.58356,-40.24269,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,ANTÔNIO GONÇALVES,Caatinga,0.0,0.0,0.06,0,3.4
-10.53452,-40.17024,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,SENHOR DO BONFIM,Caatinga,0.0,0.0,0.51,0,12.0
-10.48036,-39.32635,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,MONTE SANTO,Caatinga,3.0,6.11,0.42,0,8.3
-10.36954,-38.25179,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,ANTAS,Caatinga,10.0,1.27,1.0,0,4.4
-10.31648,-39.21807,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,MONTE SANTO,Caatinga,3.0,6.33,0.01,0,21.5
-10.22272,-38.28956,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,JEREMOABO,Caatinga,12.0,6.09,0.29,0,3.2
-10.21249,-37.12128,2024-01-04 16:05:00,NPP-375,Brasil,SERGIPE,AQUIDABÃ,Mata Atlântica,13.0,0.0,1.0,0,4.5
-10.11901,-36.81434,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,SÃO BRÁS,Caatinga,13.0,0.0,1.0,0,9.3
-10.11842,-36.81059,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,SÃO BRÁS,Caatinga,13.0,0.0,1.0,0,7.9
-10.03569,-37.19437,2024-01-04 16:05:00,NPP-375,Brasil,SERGIPE,GARARU,Mata Atlântica,13.0,0.0,1.0,0,55.6
-10.03173,-37.19124,2024-01-04 16:05:00,NPP-375,Brasil,SERGIPE,GARARU,Mata Atlântica,13.0,0.0,1.0,0,55.6
-10.03143,-37.1918,2024-01-04 16:05:00,NPP-375,Brasil,SERGIPE,GARARU,Mata Atlântica,13.0,0.0,1.0,0,92.0
-10.00845,-37.87981,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,PEDRO ALEXANDRE,Caatinga,4.0,0.23,1.0,0,6.0
-9.63143,-46.15744,2024-01-04 16:05:00,NPP-375,Brasil,MARANHÃO,ALTO PARNAÍBA,Cerrado,0.0,41.81,0.0,0,6.8
-4.6084,-45.47495,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,PAULO RAMOS,Cerrado,0.0,10.68,0.0,0,6.0
-2.66529,-44.20682,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,SÃO LUÍS,Amazônia,-999.0,1.97,0.0,0,8.7
-2.63781,-45.76506,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,NOVA OLINDA DO MARANHÃO,Amazônia,0.0,4.9,0.02,0,22.7
-2.6342,-45.76945,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,0.0,4.79,0.02,0,16.7
-2.63363,-45.76569,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,NOVA OLINDA DO MARANHÃO,Amazônia,0.0,4.81,0.02,0,22.7
-2.58224,-45.67728,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,0.0,3.84,0.04,0,2.4
-2.49571,-44.54758,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ALCÂNTARA,Amazônia,-999.0,1.3,0.02,0,9.1
-2.49506,-44.55079,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,ALCÂNTARA,Amazônia,-999.0,1.29,0.02,0,8.5
-2.476,-49.02412,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MOJU,Amazônia,0.0,8.04,0.0,0,1.9
-2.42237,-54.2639,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,SANTARÉM,Amazônia,0.0,5.58,0.02,0,11.8
-2.42122,-54.26162,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,PRAINHA,Amazônia,0.0,5.59,0.02,0,10.8
-2.40417,-44.8735,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,BEQUIMÃO,Amazônia,-999.0,0.65,0.04,0,5.3
-2.40024,-44.87407,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,BEQUIMÃO,Amazônia,-999.0,0.61,0.04,0,5.3
-2.39949,-44.86912,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,BEQUIMÃO,Amazônia,-999.0,0.64,0.05,0,6.1
-2.3651,-44.93512,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,PINHEIRO,Amazônia,-999.0,0.2,0.05,0,5.8
-2.33947,-49.25206,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,IGARAPÉ-MIRI,Amazônia,3.0,10.19,0.0,0,1.6
-2.30655,-45.68314,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURILÂNDIA,Amazônia,0.0,1.77,0.1,0,6.6
-2.29018,-45.15557,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,SANTA HELENA,Amazônia,1.0,0.2,0.4,0,5.7
-2.28671,-45.6635,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURILÂNDIA,Amazônia,1.0,1.31,0.05,0,9.9
-2.28267,-45.49687,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURILÂNDIA,Amazônia,2.0,0.2,0.03,0,14.2
-2.26769,-47.39087,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,CAPITÃO POÇO,Amazônia,0.0,8.95,0.0,0,6.2
-2.26221,-53.85757,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,PRAINHA,Amazônia,0.0,1.28,0.04,0,7.9
-2.26117,-53.85069,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,PRAINHA,Amazônia,0.0,1.21,0.05,0,7.9
-2.25957,-53.85651,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,PRAINHA,Amazônia,0.0,1.27,0.04,0,12.8
-2.04508,-45.40501,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURILÂNDIA,Amazônia,2.0,0.1,0.74,0,3.1
-2.04455,-45.40149,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURILÂNDIA,Amazônia,2.0,0.1,0.74,0,3.1
-1.95925,-45.54852,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,TURIAÇU,Amazônia,2.0,0.2,0.25,0,5.9
-1.83468,-46.06437,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,JUNCO DO MARANHÃO,Amazônia,2.0,4.59,0.02,0,5.3
-1.67925,-45.92036,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2.0,1.48,0.17,0,9.0
-1.67869,-45.91664,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2.0,1.46,0.21,0,9.0
-1.67453,-45.91724,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2.0,1.4,0.14,0,5.4
-1.67005,-45.88739,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2.0,1.35,0.42,0,5.3
-1.4224,-45.78428,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,GODOFREDO VIANA,Amazônia,-999.0,0.2,0.37,0,3.1
-1.41492,-54.01674,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MONTE ALEGRE,Amazônia,0.0,0.1,0.11,0,14.4
-1.36737,-54.03601,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1.0,0.18,0.93,0,23.8
-1.3664,-54.02951,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1.0,0.19,0.94,0,25.2
-1.36023,-54.03646,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1.0,0.2,0.93,0,24.8
-1.3593,-54.03022,2024-01-04 16:07:00,NPP-375,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1.0,0.2,0.94,0,23.0
-1.33984,-45.78226,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,GODOFREDO VIANA,Amazônia,-999.0,0.4,0.09,0,4.4
-1.33929,-45.7786,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,GODOFREDO VIANA,Amazônia,-999.0,0.4,0.03,0,4.4
-1.33574,-45.78284,2024-01-04 16:07:00,NPP-375,Brasil,MARANHÃO,GODOFREDO VIANA,Amazônia,-999.0,0.4,0.15,0,4.4
-4.63172,-38.50499,2024-01-04 16:07:00,NPP-375,Brasil,CEARÁ,OCARA,Caatinga,2.0,0.0,0.28,0,7.0
-9.99914,-36.01685,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,JEQUIÁ DA PRAIA,Mata Atlântica,-999.0,0.0,-999.0,0,3.9
-9.97104,-38.34099,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,JEREMOABO,Caatinga,3.0,3.75,0.95,0,4.4
-9.9705,-38.33747,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,JEREMOABO,Caatinga,3.0,3.7,1.0,0,6.0
-9.87112,-37.45868,2024-01-04 16:05:00,NPP-375,Brasil,SERGIPE,PORTO DA FOLHA,Caatinga,13.0,0.0,1.0,0,15.3
-9.86876,-36.99913,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,TRAIPU,Mata Atlântica,7.0,0.0,1.0,0,9.6
-9.72936,-36.84304,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,GIRAU DO PONCIANO,Caatinga,0.0,0.0,1.0,0,13.0
-9.72593,-36.84359,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,GIRAU DO PONCIANO,Caatinga,0.0,0.0,1.0,0,25.1
-9.72535,-36.83988,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,GIRAU DO PONCIANO,Caatinga,1.0,0.0,1.0,0,25.1
-9.55604,-35.6779,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MACEIÓ,Mata Atlântica,-999.0,0.0,0.57,0,2.0
-9.49038,-37.16649,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,OLIVENÇA,Caatinga,0.0,0.0,1.0,0,7.0
-9.316,-37.1232,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,SANTANA DO IPANEMA,Caatinga,0.0,0.0,0.91,0,7.7
-9.2716,-35.64625,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,SÃO LUÍS DO QUITUNDE,Mata Atlântica,14.0,0.0,1.0,0,5.0
-9.23894,-37.39056,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MARAVILHA,Caatinga,13.0,0.0,1.0,0,11.4
-9.23556,-37.39109,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MARAVILHA,Caatinga,13.0,0.0,1.0,0,24.9
-9.17918,-37.05382,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ÁGUAS BELAS,Caatinga,0.0,0.0,1.0,0,10.0
-9.12625,-35.55478,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MATRIZ DE CAMARAGIBE,Mata Atlântica,-999.0,0.0,1.0,0,16.0
-9.12605,-35.55615,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MATRIZ DE CAMARAGIBE,Mata Atlântica,13.0,0.0,1.0,0,43.6
-9.12328,-35.55965,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MATRIZ DE CAMARAGIBE,Mata Atlântica,13.0,0.0,1.0,0,39.7
-9.1226,-35.55537,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MATRIZ DE CAMARAGIBE,Mata Atlântica,13.0,0.0,1.0,0,16.0
-9.12241,-35.55674,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,MATRIZ DE CAMARAGIBE,Mata Atlântica,13.0,0.0,1.0,0,8.5
-9.06004,-37.00531,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ÁGUAS BELAS,Caatinga,11.0,0.0,1.0,0,4.2
-8.98858,-35.90444,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,IBATEGUARA,Mata Atlântica,13.0,0.0,1.0,0,5.2
-8.98499,-35.90498,2024-01-04 16:05:00,NPP-375,Brasil,ALAGOAS,IBATEGUARA,Mata Atlântica,13.0,0.0,1.0,0,7.2
-8.98228,-37.49176,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ITAÍBA,Caatinga,1.0,0.0,1.0,0,9.3
-8.8645,-35.14376,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SÃO JOSÉ DA COROA GRANDE,Mata Atlântica,13.0,0.0,-999.0,0,4.2
-8.85995,-35.95858,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,QUIPAPÁ,Mata Atlântica,4.0,0.0,1.0,0,3.8
-8.85416,-38.57727,2024-01-04 16:05:00,NPP-375,Brasil,BAHIA,RODELAS,Caatinga,0.0,2.62,1.0,0,3.6
-8.83911,-35.1756,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SÃO JOSÉ DA COROA GRANDE,Mata Atlântica,13.0,0.0,1.0,0,2.5
-8.83822,-35.17484,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SÃO JOSÉ DA COROA GRANDE,Mata Atlântica,13.0,0.0,1.0,0,3.7
-8.80148,-36.01805,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,QUIPAPÁ,Mata Atlântica,3.0,0.0,1.0,0,5.8
-8.72614,-36.49628,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,JUCATI,Caatinga,3.0,0.0,1.0,0,6.4
-8.71709,-37.31093,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,TUPANATINGA,Caatinga,3.0,0.0,0.99,0,6.5
-8.71369,-37.31148,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,TUPANATINGA,Caatinga,3.0,0.0,1.0,0,6.5
-8.70599,-36.77615,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,VENTUROSA,Caatinga,3.0,0.0,0.66,0,5.0
-8.68421,-35.12943,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,RIO FORMOSO,Mata Atlântica,14.0,0.0,0.97,0,7.2
-8.63919,-36.15097,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,PANELAS,Mata Atlântica,3.0,0.0,0.93,0,10.6
-8.58943,-35.09182,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SIRINHAÉM,Mata Atlântica,14.0,0.0,1.0,0,4.6
-8.55726,-35.68384,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,PALMARES,Mata Atlântica,3.0,0.0,1.0,0,5.9
-8.51769,-35.53138,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,JOAQUIM NABUCO,Mata Atlântica,5.0,0.0,1.0,0,2.7
-8.51501,-35.13211,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SIRINHAÉM,Mata Atlântica,14.0,0.0,1.0,0,2.6
-8.51438,-35.13093,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SIRINHAÉM,Mata Atlântica,14.0,0.0,1.0,0,4.6
-8.45006,-36.11436,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ALTINHO,Caatinga,3.0,0.0,0.73,0,3.9
-8.44421,-36.3994,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SÃO BENTO DO UNA,Caatinga,3.0,0.0,0.09,0,6.3
-8.43625,-36.7839,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ALAGOINHA,Caatinga,3.0,0.0,0.68,0,3.3
-8.4017,-35.52822,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,CORTÊS,Mata Atlântica,5.0,0.0,0.97,0,3.4
-8.37959,-35.90179,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,BEZERROS,Caatinga,3.0,0.0,0.36,0,4.0
-8.32014,-36.52448,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SANHARÓ,Caatinga,3.0,0.0,0.18,0,8.0
-8.25868,-39.5082,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,CABROBÓ,Caatinga,0.0,0.0,0.57,0,5.8
-8.258,-35.00019,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,CABO DE SANTO AGOSTINHO,Mata Atlântica,-999.0,0.0,1.0,0,8.0
-8.20386,-38.05449,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,BETÂNIA,Caatinga,3.0,0.0,0.57,0,5.0
-8.16296,-38.25642,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SERRA TALHADA,Caatinga,3.0,0.0,0.42,0,2.4
-8.13171,-36.65469,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,JATAÚBA,Caatinga,3.0,0.0,0.07,0,4.9
-8.12824,-36.65534,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,JATAÚBA,Caatinga,3.0,0.0,0.08,0,4.9
-8.0775,-38.02679,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,CALUMBI,Caatinga,3.0,0.0,0.75,0,4.3
-8.07097,-37.55242,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,CUSTÓDIA,Caatinga,3.0,0.0,0.56,0,35.8
-8.0652,-41.88586,2024-01-04 16:05:00,NPP-375,Brasil,PIAUÍ,NOVA SANTA RITA,Caatinga,0.0,4.44,0.0,0,3.6
-8.0056,-37.26907,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SERTÂNIA,Caatinga,3.0,0.0,0.27,0,4.8
-7.93347,-38.40871,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SERRA TALHADA,Caatinga,1.0,0.0,0.25,0,4.6
-7.93028,-38.58878,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SÃO JOSÉ DO BELMONTE,Caatinga,0.0,0.0,0.24,0,2.5
-7.889,-37.95086,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,FLORES,Caatinga,3.0,0.0,0.42,0,6.9
-7.88465,-37.81195,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,FLORES,Caatinga,3.0,0.0,0.42,0,3.9
-7.86064,-37.27682,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,IGUARACY,Caatinga,3.0,0.0,0.12,0,20.0
-7.84244,-38.08344,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,TRIUNFO,Caatinga,3.0,0.0,0.23,0,4.6
-7.80222,-38.02346,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,TRIUNFO,Caatinga,3.0,0.0,0.27,0,2.6
-7.79361,-38.4455,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,SERRA TALHADA,Caatinga,3.0,0.0,0.58,0,3.5
-7.79143,-37.57451,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,AFOGADOS DA INGAZEIRA,Caatinga,3.0,0.0,0.35,0,6.0
-7.79021,-37.23079,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,IGUARACY,Caatinga,3.0,0.0,0.04,0,6.5
-7.76599,-37.97506,2024-01-04 16:05:00,NPP-375,Brasil,PARAÍBA,PRINCESA ISABEL,Caatinga,3.0,0.0,0.65,0,4.7
-7.76429,-35.66938,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,BOM JARDIM,Caatinga,3.0,0.0,0.23,0,3.0
-7.75056,-37.87451,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,QUIXABA,Caatinga,3.0,0.0,0.49,0,7.3
-7.74344,-40.49108,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ARARIPINA,Caatinga,1.0,0.39,0.36,0,5.8
-7.74006,-40.49161,2024-01-04 16:05:00,NPP-375,Brasil,PERNAMBUCO,ARARIPINA,Caatinga,1.0,0.39,0.55,0,2.8
